File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier,Storage_Tier_Encoded
File_1432,0.3605,0.1934,0.9703,0.5811,0.135,0.0,Warm,1
File_1433,0.1117,0.3041,0.7084,0.8323,0.5684,0.0,Hot,2
File_1434,0.2201,0.2326,0.0,0.0,0.226,0.3981,Cold,0
File_1435,0.7186,0.7401,0.2935,0.3745,0.2006,0.9318,Hot,2
File_1436,0.1467,0.289,0.5897,0.7587,0.1018,0.0,Warm,1
File_1437,0.8738,0.7142,0.0,0.0,0.6708,0.3099,Hot,2
File_1438,0.4864,0.844,0.0,0.0,0.9079,0.0754,Hot,2
File_1439,0.6237,0.5077,0.4153,0.0877,0.0165,0.2321,Warm,1
File_1440,0.2886,0.6019,0.0,0.0,0.9088,0.2055,Warm,1
File_1441,0.839,0.6227,0.2233,0.1365,0.2231,0.2724,Warm,1
File_1442,0.6789,0.3476,0.0955,0.1261,0.21,0.3866,Warm,1
File_1443,0.69,0.7301,0.0648,0.1235,0.0937,0.5115,Warm,1
File_1444,0.2229,0.7736,0.0,0.0,0.2169,0.4,Warm,1
File_1445,0.2265,0.591,0.0,0.0,0.866,0.2765,Warm,1
File_1446,0.8439,0.6458,0.0,0.0,0.4347,0.3813,Warm,1
File_1447,0.9286,0.3842,0.0,0.0,0.2262,0.095,Warm,1
File_1448,0.1318,0.7806,0.2226,0.1266,0.0335,0.6748,Warm,1
File_1449,0.4689,0.2807,0.8001,0.784,0.1733,0.0,Hot,2
File_1450,0.2692,0.7167,0.216,0.0614,0.0814,0.3614,Warm,1
File_1451,0.1781,0.5861,0.1954,0.2197,0.1698,0.4636,Warm,1
File_1452,0.4439,0.1354,0.0,0.0,0.3558,0.2086,Cold,0
File_1453,0.0134,0.04,0.2024,0.3912,0.4518,0.0,Cold,0
File_1454,0.3739,0.1064,0.9865,0.978,0.063,0.0,Warm,1
File_1455,0.1352,0.2898,0.9366,0.8729,0.611,0.0,Hot,2
File_1456,0.7381,0.2803,0.0,0.0,0.9262,0.2818,Warm,1
File_1457,0.4028,0.0131,0.8446,0.9363,0.5428,0.0,Hot,2
File_1458,0.1521,0.2837,0.3468,0.8763,0.5203,0.0,Warm,1
File_1459,0.9095,0.8673,0.0,0.0,0.3945,0.4792,Hot,2
File_1460,0.4501,0.3009,0.2718,0.4678,0.1833,0.8216,Warm,1
File_1461,0.5885,0.6794,0.0,0.0,0.1017,0.1366,Warm,1
File_1462,0.3673,0.6691,0.3749,0.4731,0.3088,0.7979,Hot,2
File_1463,0.5696,0.2301,0.2399,0.4398,0.17,0.4485,Warm,1
File_1464,0.5718,0.825,0.4206,0.093,0.2341,0.7592,Hot,2
File_1465,0.6894,0.5148,0.1436,0.3691,0.0989,0.7475,Warm,1
File_1466,0.5932,0.3547,0.2599,0.1876,0.149,0.5387,Warm,1
File_1467,0.3562,0.2393,0.0,0.0,0.9964,0.3083,Warm,1
File_1468,0.7063,0.7454,0.0,0.0,0.4457,0.3277,Warm,1
File_1469,0.8931,0.6317,0.0,0.0,0.6469,0.385,Hot,2
File_1470,0.4753,0.2923,0.3453,0.2583,0.3352,0.0,Warm,1
File_1471,0.6352,0.4969,0.0,0.0,0.1825,0.4002,Warm,1
File_1472,0.2269,0.0563,0.1045,0.3252,0.1537,0.9499,Cold,0
File_1473,0.1407,0.9858,0.0,0.0,0.5666,0.2368,Warm,1
File_1474,0.3773,0.5134,0.1255,0.4115,0.0536,0.5454,Warm,1
File_1475,0.2093,0.6811,0.0,0.0,0.4703,0.136,Warm,1
File_1476,0.3855,0.5124,0.0,0.0,0.2384,0.4053,Warm,1
File_1477,0.7192,0.555,0.0,0.0,0.4516,0.3961,Warm,1
File_1478,0.3859,0.3064,0.1486,0.0964,0.1115,0.5494,Warm,1
File_1479,0.7706,0.3611,0.0,0.0,0.4423,0.4641,Warm,1
File_1480,0.8378,0.3588,0.1795,0.1068,0.0652,0.3938,Warm,1
File_1481,0.037,0.2795,0.1722,0.8984,0.5984,0.0,Warm,1
File_1482,0.3833,0.0358,0.6822,0.5164,0.1854,0.0,Warm,1
File_1483,0.7419,0.3246,0.4031,0.4001,0.2487,0.2881,Warm,1
File_1484,0.3744,0.0189,0.9691,0.9297,0.4358,0.0,Hot,2
File_1485,0.5052,0.2384,0.8328,0.9589,0.1439,0.0,Hot,2
File_1486,0.1241,0.8868,0.0,0.0,0.0771,0.1388,Cold,0
File_1487,0.2488,0.2214,0.0,0.0,0.7762,0.0613,Warm,1
File_1488,0.8545,0.6499,0.0,0.0,0.1757,0.4144,Warm,1
File_1489,0.1471,0.5555,0.0737,0.4972,0.1158,0.3756,Warm,1
File_1490,0.8146,0.0959,0.0,0.0,0.5339,0.1022,Warm,1
File_1491,0.0614,0.8988,0.0,0.0,0.7875,0.1021,Warm,1
File_1492,0.5681,0.6253,0.0,0.0,0.3538,0.3912,Warm,1
File_1493,0.1396,0.3868,0.0,0.0,0.1546,0.1761,Cold,0
File_1494,0.0457,0.1357,0.2067,0.7241,0.5819,0.0,Warm,1
File_1495,0.8289,0.4565,0.0,0.0,0.794,0.149,Warm,1
File_1496,0.0415,0.0218,0.3398,0.3774,0.3144,0.0,Cold,0
File_1497,0.3814,0.3803,0.4293,0.2152,0.231,0.7123,Warm,1
File_1498,0.4393,0.0469,0.7249,0.5088,0.4216,0.0,Warm,1
File_1499,0.3389,0.4511,0.2642,0.3217,0.0878,0.7553,Warm,1
File_1500,0.1248,0.1928,0.0,0.0,0.8818,0.0978,Cold,0
File_1501,0.1109,0.6847,0.1085,0.186,0.1043,0.5842,Warm,1
File_1502,0.0553,0.2212,0.5306,0.3032,0.5315,0.0,Warm,1
File_1503,0.2989,0.2411,0.5552,0.8525,0.1699,0.0,Warm,1
File_1504,0.7336,0.6142,0.3358,0.3972,0.1495,0.5771,Hot,2
File_1505,0.6469,0.4355,0.0,0.0,0.2018,0.4861,Warm,1
File_1506,0.3913,0.7891,0.3159,0.0636,0.092,0.4671,Warm,1
File_1507,0.6562,0.354,0.3814,0.3254,0.117,0.2732,Warm,1
File_1508,0.2523,0.2106,0.6157,0.3115,0.4767,0.0,Warm,1
File_1509,0.3161,0.1848,0.0,0.0,0.4477,0.2546,Cold,0
File_1510,0.7906,0.7695,0.1575,0.0947,0.0883,0.6949,Warm,1
File_1511,0.7353,0.4642,0.1579,0.1958,0.0721,0.8297,Warm,1
File_1512,0.0088,0.1968,0.9427,0.9663,0.5032,0.0,Hot,2
File_1513,0.7756,0.0942,0.1703,0.2268,0.0551,0.9135,Warm,1
File_1514,0.7245,0.0535,0.4325,0.3888,0.0702,0.1992,Warm,1
File_1515,0.3978,0.4417,0.1992,0.2664,0.1558,0.9388,Warm,1
File_1516,0.7053,0.7733,0.2342,0.4827,0.0989,0.1258,Warm,1
File_1517,0.5244,0.4092,0.3864,0.4148,0.1638,0.3337,Warm,1
File_1518,0.0442,0.6929,0.0,0.0,0.073,0.4557,Cold,0
File_1519,0.7379,0.6963,0.0,0.0,0.4965,0.457,Warm,1
File_1520,0.3189,0.0652,0.4787,0.0645,0.237,0.6292,Warm,1
File_1521,0.8467,0.2914,0.0,0.0,0.9529,0.3152,Hot,2
File_1522,0.3474,0.5701,0.4928,0.4604,0.0797,0.8659,Warm,1
File_1523,0.4572,0.2353,0.9312,0.8209,0.0517,0.0,Hot,2
File_1524,0.106,0.321,0.4471,0.4556,0.1267,0.9277,Warm,1
File_1525,0.2679,0.678,0.0,0.0,0.1044,0.174,Cold,0
File_1526,0.7767,0.7315,0.4589,0.3475,0.0103,0.2758,Hot,2
File_1527,0.0558,0.239,0.1192,0.5799,0.2021,0.0,Cold,0
File_1528,0.0592,0.8119,0.4855,0.4398,0.1978,0.4665,Warm,1
File_1529,0.1895,0.1499,0.6999,0.521,0.4858,0.0,Warm,1
File_1530,0.0782,0.2946,0.9996,0.7801,0.5839,0.0,Hot,2
File_1531,0.4492,0.7544,0.0,0.0,0.4395,0.3935,Warm,1
File_1532,0.3106,0.1565,0.4955,0.3905,0.388,0.0,Warm,1
File_1533,0.2527,0.7369,0.4059,0.2937,0.0752,0.7687,Warm,1
File_1534,0.4602,0.1799,0.2837,0.881,0.2697,0.0,Warm,1
File_1535,0.4546,0.0894,0.7635,0.7154,0.1681,0.0,Warm,1
File_1536,0.7969,0.8025,0.0623,0.0838,0.1257,0.9445,Warm,1
File_1537,0.5385,0.5931,0.0,0.0,0.6742,0.1585,Warm,1
File_1538,0.1856,0.264,0.1496,0.6788,0.544,0.0,Warm,1
File_1539,0.3066,0.6142,0.123,0.1523,0.1546,0.4544,Warm,1
File_1540,0.3151,0.4735,0.0,0.0,0.1932,0.2319,Cold,0
File_1541,0.4265,0.8074,0.1137,0.3732,0.0973,0.5445,Warm,1
File_1542,0.3457,0.2634,0.0,0.0,0.4595,0.4142,Warm,1
File_1543,0.4644,0.3046,0.2212,0.4473,0.3021,0.0,Warm,1
File_1544,0.1297,0.2759,0.614,0.3233,0.5694,0.0,Warm,1
File_1545,0.3141,0.2638,0.2377,0.1918,0.0515,0.3128,Cold,0
File_1546,0.38,0.1525,0.2542,0.7151,0.3666,0.0,Warm,1
File_1547,0.7648,0.9906,0.0,0.0,0.4147,0.3777,Hot,2
File_1548,0.122,0.1275,0.5177,0.3151,0.6065,0.0,Warm,1
File_1549,0.2338,0.6326,0.0,0.0,0.4921,0.2515,Warm,1
File_1550,0.6752,0.0726,0.0,0.0,0.5972,0.4241,Warm,1
File_1551,0.0384,0.0528,0.3702,0.4406,0.409,0.0,Cold,0
File_1552,0.2073,0.9657,0.0,0.0,0.5163,0.1827,Warm,1
File_1553,0.2621,0.0287,0.5343,0.6052,0.3187,0.0,Warm,1
File_1554,0.4488,0.2129,0.3529,0.7219,0.634,0.0,Warm,1
File_1555,0.8752,0.149,0.0,0.0,0.4825,0.2061,Warm,1
File_1556,0.2623,0.7486,0.1849,0.051,0.0145,0.2285,Warm,1
File_1557,0.2945,0.1077,0.0,0.0,0.477,0.2358,Cold,0
File_1558,0.354,0.8245,0.1185,0.4654,0.2073,0.9012,Warm,1
File_1559,0.5498,0.4446,0.352,0.1541,0.0654,0.2205,Warm,1
File_1560,0.6555,0.3836,0.0,0.0,0.6877,0.2448,Warm,1
File_1561,0.02,0.1355,0.8709,0.9108,0.3398,0.0,Warm,1
File_1562,0.5211,0.2462,0.8667,0.6337,0.4709,0.0,Hot,2
File_1563,0.4136,0.1863,0.893,0.8832,0.0939,0.0,Warm,1
File_1564,0.3746,0.2287,0.1226,0.3973,0.2694,0.5904,Warm,1
File_1565,0.3207,0.1269,0.3508,0.181,0.2933,0.4834,Warm,1
File_1566,0.5781,0.7439,0.4745,0.2462,0.0778,0.6539,Hot,2
File_1567,0.6278,0.3848,0.2672,0.3213,0.1992,0.3997,Warm,1
File_1568,0.2038,0.3518,0.0,0.0,0.7348,0.4569,Warm,1
File_1569,0.9512,0.4884,0.0,0.0,0.1629,0.293,Warm,1
File_1570,0.2589,0.1193,0.4384,0.3795,0.313,0.0,Warm,1
File_1571,0.2755,0.4214,0.1609,0.1488,0.2045,0.5845,Warm,1
File_1572,0.2772,0.1414,0.071,0.2239,0.2682,0.5255,Cold,0
File_1573,0.1621,0.9727,0.0,0.0,0.4126,0.2713,Warm,1
File_1574,0.1198,0.4092,0.0,0.0,0.351,0.1048,Cold,0
File_1575,0.6845,0.7135,0.3933,0.259,0.3003,0.9235,Hot,2
File_1576,0.3227,0.2427,0.2663,0.2465,0.0134,0.1332,Cold,0
File_1577,0.5955,0.1325,0.4479,0.407,0.0804,0.1162,Warm,1
File_1578,0.2787,0.1673,0.1777,0.6528,0.1379,0.0,Warm,1
File_1579,0.2215,0.7566,0.0,0.0,0.9887,0.2286,Warm,1
File_1580,0.5666,0.53,0.0913,0.3524,0.1483,0.4116,Warm,1
File_1581,0.0551,0.1993,0.3286,0.1301,0.1742,0.247,Cold,0
File_1582,0.5751,0.4717,0.0,0.0,0.8961,0.0506,Warm,1
File_1583,0.3669,0.1871,0.2561,0.5007,0.4459,0.0,Warm,1
File_1584,0.7421,0.8746,0.0,0.0,0.8857,0.3485,Hot,2
File_1585,0.8067,0.0723,0.2965,0.311,0.2458,0.7068,Warm,1
File_1586,0.7335,0.7493,0.2864,0.4714,0.0053,0.4481,Hot,2
File_1587,0.6926,0.6318,0.0,0.0,0.979,0.1402,Hot,2
File_1588,0.0778,0.2894,0.1497,0.4519,0.1418,0.0,Cold,0
File_1589,0.0849,0.1629,0.9449,0.8516,0.3228,0.0,Warm,1
File_1590,0.6356,0.9558,0.0,0.0,0.0951,0.4961,Warm,1
File_1591,0.3444,0.8175,0.0,0.0,0.6488,0.0871,Warm,1
File_1592,0.1523,0.2069,0.7875,0.5617,0.4009,0.0,Warm,1
File_1593,0.4433,0.2917,0.913,0.9944,0.2179,0.0,Hot,2
File_1594,0.8435,0.1004,0.1397,0.1597,0.2016,0.479,Warm,1
File_1595,0.093,0.0414,0.3937,0.1315,0.4377,0.0,Cold,0
File_1596,0.495,0.5842,0.2023,0.2399,0.0168,0.6824,Warm,1
File_1597,0.3212,0.0503,0.6196,0.8498,0.1692,0.0,Warm,1
File_1598,0.5386,0.584,0.0,0.0,0.6689,0.1082,Warm,1
File_1599,0.0115,0.131,0.1975,0.5462,0.2344,0.0,Cold,0
File_1600,0.2333,0.0008,0.431,0.3553,0.2334,0.0,Cold,0
File_1601,0.4755,0.439,0.0919,0.199,0.1165,0.147,Warm,1
File_1602,0.4366,0.2619,0.5102,0.7996,0.1267,0.0,Warm,1
File_1603,0.4068,0.0323,0.4099,0.2788,0.1148,0.0,Cold,0
File_1604,0.2019,0.277,0.2404,0.8542,0.2279,0.0,Warm,1
File_1605,0.0931,0.6122,0.4836,0.0975,0.0911,0.6364,Warm,1
File_1606,0.112,0.1995,0.1405,0.5229,0.044,0.0,Cold,0
File_1607,0.7437,0.5017,0.0,0.0,0.9728,0.3769,Hot,2
File_1608,0.0751,0.1066,0.1417,0.4111,0.5803,0.0,Cold,0
File_1609,0.257,0.9107,0.0,0.0,0.1474,0.3797,Warm,1
File_1610,0.246,0.2917,0.9231,0.2331,0.0395,0.0,Warm,1
File_1611,0.6702,0.536,0.06,0.0745,0.0281,0.8588,Warm,1
File_1612,0.677,0.6965,0.1823,0.1842,0.1151,0.17,Warm,1
File_1613,0.6575,0.1244,0.0,0.0,0.9484,0.2516,Warm,1
File_1614,0.137,0.0601,0.5857,0.135,0.157,0.0,Cold,0
File_1615,0.3135,0.0775,0.4406,0.7258,0.2095,0.0,Warm,1
File_1616,0.1225,0.0356,0.4783,0.6559,0.3729,0.0,Warm,1
File_1617,0.3737,0.1298,0.5753,0.6206,0.4007,0.0,Warm,1
File_1618,0.2059,0.7249,0.0,0.0,0.4675,0.4199,Warm,1
File_1619,0.3881,0.2709,0.1961,0.9428,0.1555,0.0,Warm,1
File_1620,0.7832,0.4514,0.4078,0.2198,0.1146,0.8568,Hot,2
File_1621,0.4558,0.8018,0.0,0.0,0.5935,0.4832,Warm,1
File_1622,0.0944,0.2151,0.5034,0.7661,0.1542,0.0,Warm,1
File_1623,0.5646,0.2017,0.0,0.0,0.7771,0.1697,Warm,1
File_1624,0.5375,0.3045,0.2114,0.7388,0.1409,0.0,Warm,1
File_1625,0.175,0.2304,0.0,0.0,0.4872,0.4829,Cold,0
File_1626,0.7467,0.3392,0.0,0.0,0.9885,0.287,Warm,1
File_1627,0.5145,0.457,0.0,0.0,0.114,0.1531,Cold,0
File_1628,0.4616,0.6973,0.0596,0.2797,0.177,0.3112,Warm,1
File_1629,0.475,0.2108,0.3577,0.9093,0.3351,0.0,Warm,1
File_1630,0.2032,0.24,0.5773,0.4431,0.3617,0.0,Warm,1
File_1631,0.2657,0.4715,0.2522,0.0532,0.2488,0.6202,Warm,1
File_1632,0.8643,0.6103,0.0,0.0,0.4045,0.4345,Warm,1
File_1633,0.4174,0.18,0.5868,0.5033,0.3561,0.0,Warm,1
File_1634,0.8649,0.7819,0.0,0.0,0.0782,0.4172,Warm,1
File_1635,0.523,0.2848,0.753,0.2685,0.5684,0.0,Hot,2
File_1636,0.2997,0.1768,0.5076,0.2473,0.143,0.0,Warm,1
File_1637,0.6559,0.3836,0.0,0.0,0.3965,0.3452,Warm,1
File_1638,0.13,0.3755,0.0,0.0,0.3846,0.1435,Cold,0
File_1639,0.2091,0.2393,0.627,0.7997,0.5798,0.0,Warm,1
File_1640,0.6943,0.4441,0.2018,0.4736,0.2352,0.7825,Warm,1
File_1641,0.2493,0.1985,0.6929,0.896,0.6502,0.0,Hot,2
File_1642,0.9915,0.9885,0.0,0.0,0.9644,0.0713,Hot,2
File_1643,0.2229,0.7949,0.4442,0.4849,0.1358,0.7378,Warm,1
File_1644,0.2558,0.7318,0.0,0.0,0.6993,0.1532,Warm,1
File_1645,0.4792,0.1072,0.9022,0.8866,0.5211,0.0,Hot,2
File_1646,0.4892,0.1454,0.7719,0.2615,0.2728,0.0,Warm,1
File_1647,0.7597,0.1197,0.0,0.0,0.4433,0.3984,Warm,1
File_1648,0.7471,0.9112,0.0,0.0,0.6695,0.1237,Hot,2
File_1649,0.447,0.207,0.0,0.0,0.5889,0.1913,Warm,1
File_1650,0.3339,0.194,0.0,0.0,0.7248,0.1345,Warm,1
File_1651,0.7977,0.3058,0.0714,0.2187,0.0889,0.1422,Warm,1
File_1652,1.0,0.5122,0.0,0.0,0.7067,0.1689,Hot,2
File_1653,0.1571,0.6881,0.0827,0.3044,0.151,0.2623,Warm,1
File_1654,0.7698,0.7445,0.0,0.0,0.2243,0.333,Warm,1
File_1655,0.4584,0.0165,0.1385,0.6347,0.2589,0.0,Warm,1
File_1656,0.5098,0.1099,0.8829,0.8423,0.4453,0.0,Hot,2
File_1657,0.2664,0.8048,0.0,0.0,0.8922,0.1027,Warm,1
File_1658,0.4637,0.1773,0.4107,0.2335,0.1993,0.0,Warm,1
File_1659,0.4557,0.7179,0.3236,0.3585,0.0,0.2178,Warm,1
File_1660,0.1819,0.1376,0.9578,0.3998,0.1015,0.0,Warm,1
File_1661,0.7224,0.4961,0.3626,0.1218,0.1431,0.4779,Warm,1
File_1662,0.386,0.5336,0.3215,0.4133,0.2958,0.1081,Warm,1
File_1663,0.1095,0.3226,0.0694,0.3064,0.1994,0.7791,Cold,0
File_1664,0.5032,0.2875,0.7872,0.3037,0.6462,0.0,Hot,2
File_1665,0.1077,0.7989,0.3166,0.302,0.0742,0.2976,Warm,1
File_1666,0.7258,0.1678,0.4443,0.4869,0.0339,0.2983,Warm,1
File_1667,0.1706,0.2742,0.4479,0.7596,0.6387,0.0,Warm,1
File_1668,0.7914,0.1621,0.0,0.0,0.6572,0.2848,Warm,1
File_1669,0.3748,0.6097,0.0,0.0,0.5854,0.2913,Warm,1
File_1670,0.9881,0.667,0.0,0.0,0.8143,0.3776,Hot,2
File_1671,0.2636,0.7537,0.0,0.0,0.7278,0.3648,Warm,1
File_1672,0.2619,0.1616,0.3529,0.5691,0.447,0.0,Warm,1
File_1673,0.4403,0.1219,0.63,0.2615,0.0828,0.0,Warm,1
File_1674,0.7411,0.1318,0.4537,0.115,0.1983,0.4013,Warm,1
File_1675,0.9555,0.9696,0.0,0.0,0.3095,0.2859,Hot,2
File_1676,0.1916,0.9792,0.0,0.0,0.8282,0.3036,Warm,1
File_1677,0.4968,0.4543,0.2137,0.254,0.056,0.451,Warm,1
File_1678,0.2573,0.7099,0.3446,0.2607,0.2187,0.4192,Warm,1
File_1679,0.4529,0.0872,0.6488,0.3706,0.4651,0.0,Warm,1
File_1680,0.7443,0.9612,0.0,0.0,0.6788,0.496,Hot,2
File_1681,0.3122,0.1403,0.9341,0.9385,0.2043,0.0,Hot,2
File_1682,0.2375,0.08,0.5259,0.1823,0.1482,0.0,Cold,0
File_1683,0.1469,0.2578,0.9947,0.7983,0.5969,0.0,Hot,2
File_1684,0.476,0.2526,0.2224,0.7082,0.5522,0.0,Warm,1
File_1685,0.3514,0.3838,0.0,0.0,0.7427,0.4017,Warm,1
File_1686,0.2759,0.1372,0.0,0.0,0.3578,0.3188,Cold,0
File_1687,0.9086,0.1267,0.0,0.0,0.4528,0.4177,Warm,1
File_1688,0.5395,0.948,0.0,0.0,0.0839,0.3889,Warm,1
File_1689,0.197,0.7615,0.2251,0.1597,0.0706,0.1243,Warm,1
File_1690,0.1951,0.5224,0.4811,0.2091,0.2826,0.5682,Warm,1
File_1691,0.3761,0.5277,0.2959,0.3203,0.0339,0.6357,Warm,1
File_1692,0.4135,0.6175,0.0599,0.0919,0.186,0.7134,Warm,1
File_1693,0.8027,0.3739,0.0,0.0,0.583,0.144,Warm,1
File_1694,0.4877,0.1921,0.3075,0.4265,0.0793,0.0,Warm,1
File_1695,0.1872,0.1562,0.3911,0.587,0.4279,0.0,Warm,1
File_1696,0.7809,0.6567,0.0,0.0,0.3038,0.3493,Warm,1
File_1697,0.2859,0.2611,0.0868,0.276,0.0173,0.1496,Cold,0
File_1698,0.7994,0.6881,0.4351,0.3672,0.1501,0.917,Hot,2
File_1699,0.443,0.4359,0.0977,0.156,0.0224,0.5659,Warm,1
File_1700,0.2399,0.7104,0.1119,0.165,0.1973,0.7353,Warm,1
File_1701,0.2347,0.7359,0.2713,0.4441,0.2387,0.4248,Warm,1
File_1702,0.3216,0.5934,0.1298,0.2683,0.0069,0.3978,Warm,1
File_1703,0.2814,0.5531,0.0913,0.2845,0.2293,0.3878,Warm,1
File_1704,0.2639,0.1206,0.9252,0.679,0.5467,0.0,Hot,2
File_1705,0.0085,0.2017,0.663,0.5669,0.2338,0.0,Warm,1
File_1706,0.6729,0.2275,0.0,0.0,0.795,0.4158,Warm,1
File_1707,0.518,0.208,0.324,0.5826,0.0922,0.0,Warm,1
File_1708,0.6031,0.2234,0.1113,0.3823,0.2263,0.1927,Warm,1
File_1709,0.8478,0.6604,0.0,0.0,0.3074,0.4187,Warm,1
File_1710,0.5054,0.2349,0.4079,0.8216,0.3344,0.0,Warm,1
File_1711,0.568,0.1089,0.0,0.0,0.2665,0.3077,Cold,0
File_1712,0.0522,0.443,0.1633,0.3959,0.0587,0.3449,Cold,0
File_1713,0.0974,0.1665,0.552,0.3667,0.0403,0.0,Cold,0
File_1714,0.4226,0.1171,0.2351,0.4269,0.3149,0.0,Warm,1
File_1715,0.3037,0.2025,0.9045,0.4997,0.324,0.0,Warm,1
File_1716,0.1226,0.1244,0.2461,0.3801,0.2876,0.1249,Cold,0
File_1717,0.363,0.0405,0.6511,0.1649,0.2222,0.0,Warm,1
File_1718,0.0104,0.1783,0.7957,0.6469,0.4289,0.0,Warm,1
File_1719,0.3377,0.5532,0.4299,0.3256,0.1517,0.7308,Warm,1
File_1720,0.7665,0.9403,0.0,0.0,0.1936,0.4101,Warm,1
File_1721,0.4189,0.2895,0.6997,0.9843,0.6267,0.0,Hot,2
File_1722,0.1248,0.0006,0.7809,0.6571,0.4824,0.0,Warm,1
File_1723,0.0004,0.2905,0.5894,0.2233,0.1759,0.0,Cold,0
File_1724,0.338,0.7289,0.2416,0.1777,0.2404,0.9957,Warm,1
File_1725,0.6911,0.4816,0.4608,0.4381,0.1495,0.5323,Hot,2
File_1726,0.4642,0.3083,0.2704,0.2579,0.4254,0.0,Warm,1
File_1727,0.2796,0.1912,0.1682,0.4558,0.5562,0.0,Warm,1
File_1728,0.2464,0.0786,0.7557,0.8206,0.1767,0.0,Warm,1
File_1729,0.2978,0.1922,0.1567,0.7907,0.5389,0.0,Warm,1
File_1730,0.3179,0.6739,0.4068,0.2146,0.0246,0.1343,Warm,1
File_1731,0.5485,0.1779,0.1449,0.1094,0.2334,0.5998,Warm,1
File_1732,0.7813,0.311,0.2886,0.0829,0.3094,0.929,Warm,1
File_1733,0.8361,0.165,0.3775,0.1049,0.2837,0.6709,Warm,1
File_1734,0.207,0.2389,0.758,0.5594,0.1455,0.0,Warm,1
File_1735,0.2617,0.9803,0.0,0.0,0.3953,0.3352,Warm,1
File_1736,0.1455,0.1444,0.239,0.9941,0.2167,0.0,Warm,1
File_1737,0.7475,0.3805,0.0,0.0,0.7819,0.4533,Warm,1
File_1738,0.5353,0.7781,0.1744,0.4609,0.1022,0.4788,Warm,1
File_1739,0.079,0.7553,0.0,0.0,0.1971,0.1828,Cold,0
File_1740,0.6613,0.5198,0.0,0.0,0.166,0.4388,Warm,1
File_1741,0.034,0.1294,0.3767,0.9378,0.4333,0.0,Warm,1
File_1742,0.6439,0.264,0.1106,0.4223,0.2401,0.5147,Warm,1
File_1743,0.1548,0.195,0.2477,0.3711,0.4489,0.0,Warm,1
File_1744,0.8937,0.7057,0.0,0.0,0.5255,0.1182,Warm,1
File_1745,0.8479,0.6707,0.2157,0.4574,0.1699,0.508,Hot,2
File_1746,0.5634,0.9923,0.0,0.0,0.8259,0.478,Hot,2
File_1747,0.7737,0.1626,0.2173,0.062,0.1858,0.2012,Warm,1
File_1748,0.8276,0.8959,0.0,0.0,0.8084,0.3644,Hot,2
File_1749,0.507,0.1059,0.4473,0.6953,0.1438,0.0,Warm,1
File_1750,0.9078,0.6694,0.0,0.0,0.1331,0.3228,Warm,1
File_1751,0.259,0.1768,0.3837,0.5076,0.3013,0.0,Warm,1
File_1752,0.4355,0.6869,0.2743,0.2021,0.2698,0.1096,Warm,1
File_1753,0.2244,0.0276,0.4177,0.4361,0.1122,0.0,Cold,0
File_1754,0.4273,0.1255,0.5967,0.3741,0.6467,0.0,Warm,1
File_1755,0.6119,0.2648,0.0,0.0,0.6876,0.3645,Warm,1
File_1756,0.0293,0.2987,0.2571,0.5511,0.3442,0.0,Warm,1
File_1757,0.5258,0.2953,0.6903,0.8523,0.6118,0.0,Hot,2
File_1758,0.464,0.9518,0.0,0.0,0.5004,0.1476,Warm,1
File_1759,0.1302,0.3574,0.0,0.0,0.4796,0.316,Cold,0
File_1760,0.5391,0.5275,0.1815,0.1207,0.1485,0.3102,Warm,1
File_1761,0.187,0.2021,0.3779,0.5664,0.391,0.0,Warm,1
File_1762,0.4731,0.3111,0.0,0.0,0.2124,0.3667,Cold,0
File_1763,0.517,0.0576,0.8987,0.8335,0.2105,0.0,Hot,2
File_1764,0.6223,0.5512,0.0,0.0,0.5461,0.3532,Warm,1
File_1765,0.0483,0.7887,0.1964,0.2483,0.2135,0.7311,Warm,1
File_1766,0.2634,0.4516,0.3575,0.0765,0.2641,0.8447,Warm,1
File_1767,0.0554,0.023,0.7367,0.5554,0.2563,0.0,Warm,1
File_1768,0.3802,0.0194,0.3378,0.9216,0.4557,0.0,Warm,1
File_1769,0.7213,0.8725,0.0,0.0,0.635,0.0728,Hot,2
File_1770,0.03,0.2464,0.9785,0.6037,0.1874,0.0,Warm,1
File_1771,0.3642,0.6963,0.0,0.0,0.935,0.3158,Warm,1
File_1772,0.2801,0.2147,0.1244,0.3607,0.1751,0.2124,Cold,0
File_1773,0.0499,0.0972,0.9058,0.1621,0.4391,0.0,Warm,1
File_1774,0.4029,0.9059,0.0,0.0,0.5769,0.1961,Warm,1
File_1775,0.1403,0.5852,0.3598,0.2618,0.0384,0.3182,Warm,1
File_1776,0.3371,0.1463,0.4721,0.204,0.2374,0.5932,Warm,1
File_1777,0.6953,0.6549,0.0,0.0,0.2702,0.384,Warm,1
File_1778,0.2941,0.2759,0.8505,0.5018,0.5126,0.0,Hot,2
File_1779,0.4188,0.1249,0.4425,0.517,0.5088,0.0,Warm,1
File_1780,0.2949,0.563,0.3907,0.1926,0.2315,0.9513,Warm,1
File_1781,0.2189,0.2766,0.895,0.558,0.3411,0.0,Warm,1
File_1782,0.2688,0.2614,0.0,0.0,0.4711,0.1735,Cold,0
File_1783,0.9703,0.7498,0.0,0.0,0.6081,0.1333,Hot,2
